event_id,period,buys,sells,sentiment
0001081400-24-000233,-5,0,0,-0.25198412031019485
0001081400-24-000233,-4,0,0,-0.25198412031019485
0001081400-24-000233,-3,0,0,-0.25198412031019485
0001081400-24-000233,-2,0,0,-0.25198412031019485
0001081400-24-000233,-1,0,0,-0.25198412031019485
0001081400-24-000233,0,0,0,-0.25198412031019485
0001081400-24-000233,1,0,0,-0.25198412031019485
0001081400-24-000233,2,0,0,-0.25198412031019485
0001081400-24-000233,3,0,0,-0.25198412031019485
0001081400-24-000233,4,0,0,-0.25198412031019485
0001081400-24-000233,5,0,0,-0.25198412031019485
0001081400-24-000233,6,0,0,-0.25198412031019485
0001081400-24-000233,7,0,0,-0.25198412031019485
0001081400-24-000233,8,0,0,-0.25198412031019485
0001081400-24-000236,-8,0,0,-0.26103500096838006
0001081400-24-000236,-7,0,0,-0.26103500096838006
0001081400-24-000236,-6,0,0,-0.26103500096838006
0001081400-24-000236,-5,0,0,-0.26103500096838006
0001081400-24-000236,-4,0,0,-0.26103500096838006
0001081400-24-000236,-3,0,0,-0.26103500096838006
0001081400-24-000236,-2,0,0,-0.26103500096838006
0001081400-24-000236,-1,0,0,-0.26103500096838006
0001081400-24-000236,0,0,0,-0.26103500096838006
0001081400-24-000236,1,0,0,-0.26103500096838006
0001081400-24-000236,2,0,0,-0.26103500096838006
0001081400-24-000236,3,0,0,-0.26103500096838006
0001081400-24-000236,4,0,0,-0.26103500096838006
0001081400-24-000236,5,0,0,-0.26103500096838006
0001081400-24-000236,6,0,0,-0.26103500096838006
0001081400-24-000236,7,0,0,-0.26103500096838006
0001081400-24-000236,8,0,0,-0.26103500096838006
0001082554-24-000049,-8,1,0,-0.19393936566575298
0001082554-24-000049,-7,2,0,-0.19393936566575298
0001082554-24-000049,-6,2,0,-0.19393936566575298
0001082554-24-000049,-5,1,0,-0.19393936566575298
0001082554-24-000049,-4,2,0,-0.19393936566575298
0001082554-24-000049,-3,1,0,-0.19393936566575298
0001082554-24-000049,-2,1,0,-0.19393936566575298
0001082554-24-000049,-1,1,0,-0.19393936566575298
0001082554-24-000049,0,3,1,-0.19393936566575298
0001082554-24-000049,1,3,2,-0.19393936566575298
0001082554-24-000049,2,1,0,-0.19393936566575298
0001082554-24-000049,3,2,0,-0.19393936566575298
0001082554-24-000049,4,1,0,-0.19393936566575298
0001082554-24-000049,5,2,0,-0.19393936566575298
0001082554-24-000049,6,1,0,-0.19393936566575298
0001082554-24-000049,7,3,0,-0.19393936566575298
0001082554-24-000049,8,1,1,-0.19393936566575298
0001086222-24-000197,-8,4,2,-0.301754364195141
0001086222-24-000197,-7,0,0,-0.301754364195141
0001086222-24-000197,-6,0,0,-0.301754364195141
0001086222-24-000197,-5,0,0,-0.301754364195141
0001086222-24-000197,-4,0,0,-0.301754364195141
0001086222-24-000197,-3,0,0,-0.301754364195141
0001086222-24-000197,-2,0,0,-0.301754364195141
0001086222-24-000197,-1,1,0,-0.301754364195141
0001086222-24-000197,0,0,0,-0.301754364195141
0001086222-24-000197,1,0,1,-0.301754364195141
0001086222-24-000197,2,0,1,-0.301754364195141
0001086222-24-000197,3,0,0,-0.301754364195141
0001086222-24-000197,4,1,0,-0.301754364195141
0001086222-24-000197,5,1,1,-0.301754364195141
0001086222-24-000197,6,0,0,-0.301754364195141
0001086222-24-000197,7,0,0,-0.301754364195141
0001086222-24-000197,8,0,0,-0.301754364195141
0001086222-24-000214,-8,1,1,-0.2774193334079124
0001086222-24-000214,-7,0,0,-0.2774193334079124
0001086222-24-000214,-6,0,0,-0.2774193334079124
0001086222-24-000214,-5,0,0,-0.2774193334079124
0001086222-24-000214,-4,0,0,-0.2774193334079124
0001086222-24-000214,-3,0,0,-0.2774193334079124
0001086222-24-000214,-2,0,0,-0.2774193334079124
0001086222-24-000214,-1,0,0,-0.2774193334079124
0001086222-24-000214,0,0,0,-0.2774193334079124
0001086222-24-000214,1,0,2,-0.2774193334079124
0001086222-24-000214,2,0,1,-0.2774193334079124
0001086222-24-000214,3,0,0,-0.2774193334079124
0001086222-24-000214,4,1,0,-0.2774193334079124
0001086222-24-000214,5,1,2,-0.2774193334079124
0001086222-24-000214,6,0,0,-0.2774193334079124
0001086222-24-000214,7,0,0,-0.2774193334079124
0001086222-24-000214,8,0,0,-0.2774193334079124
0001089063-24-000011,-8,0,0,-0.04438279489305483
0001089063-24-000011,-7,0,0,-0.04438279489305483
0001089063-24-000011,-6,1,0,-0.04438279489305483
0001089063-24-000011,-5,0,0,-0.04438279489305483
0001089063-24-000011,-4,0,0,-0.04438279489305483
0001089063-24-000011,-3,0,0,-0.04438279489305483
0001089063-24-000011,-2,0,0,-0.04438279489305483
0001089063-24-000011,-1,7,0,-0.04438279489305483
0001089063-24-000011,0,2,2,-0.04438279489305483
0001089063-24-000011,1,3,1,-0.04438279489305483
0001089063-24-000011,2,0,0,-0.04438279489305483
0001089063-24-000011,3,7,0,-0.04438279489305483
0001089063-24-000011,4,0,0,-0.04438279489305483
0001089063-24-000011,5,0,0,-0.04438279489305483
0001089063-24-000011,6,0,0,-0.04438279489305483
0001089063-24-000011,7,0,0,-0.04438279489305483
0001089063-24-000011,8,0,0,-0.04438279489305483
0001089063-24-000118,-8,0,1,-0.21722843607359238
0001089063-24-000118,-7,0,0,-0.21722843607359238
0001089063-24-000118,-6,0,0,-0.21722843607359238
0001089063-24-000118,-5,0,0,-0.21722843607359238
0001089063-24-000118,-4,0,0,-0.21722843607359238
0001089063-24-000118,-3,0,0,-0.21722843607359238
0001089063-24-000118,-2,0,0,-0.21722843607359238
0001089063-24-000118,-1,0,0,-0.21722843607359238
0001089063-24-000118,0,0,1,-0.21722843607359238
0001089063-24-000118,1,1,0,-0.21722843607359238
0001089063-24-000118,2,0,0,-0.21722843607359238
0001089063-24-000118,3,0,1,-0.21722843607359238
0001089063-24-000118,4,0,0,-0.21722843607359238
0001089063-24-000118,5,0,0,-0.21722843607359238
0001089063-24-000118,6,0,0,-0.21722843607359238
0001089063-24-000118,7,0,0,-0.21722843607359238
0001089063-24-000118,8,0,0,-0.21722843607359238
0001089819-24-000002,-8,0,0,-0.333333277777787
0001089819-24-000002,-7,0,0,-0.333333277777787
0001089819-24-000002,-6,0,0,-0.333333277777787
0001089819-24-000002,-5,0,0,-0.333333277777787
0001089819-24-000002,-4,0,0,-0.333333277777787
0001089819-24-000002,-3,0,0,-0.333333277777787
0001089819-24-000002,-2,0,0,-0.333333277777787
0001089819-24-000002,-1,0,0,-0.333333277777787
0001089819-24-000002,0,0,0,-0.333333277777787
0001089819-24-000002,1,0,0,-0.333333277777787
0001089819-24-000002,2,0,0,-0.333333277777787
0001089819-24-000002,3,0,0,-0.333333277777787
0001089819-24-000002,4,0,0,-0.333333277777787
0001089819-24-000002,5,0,0,-0.333333277777787
0001089819-24-000002,6,0,0,-0.333333277777787
0001089819-24-000002,7,0,0,-0.333333277777787
0001089819-24-000002,8,0,0,-0.333333277777787
0001090727-24-000004,-8,0,0,0.0372149871155586
0001090727-24-000004,-7,0,0,0.0372149871155586
0001090727-24-000004,-6,0,0,0.0372149871155586
0001090727-24-000004,-5,0,0,0.0372149871155586
0001090727-24-000004,-4,0,0,0.0372149871155586
0001090727-24-000004,-3,0,0,0.0372149871155586
0001090727-24-000004,-2,0,0,0.0372149871155586
0001090727-24-000004,-1,0,0,0.0372149871155586
0001090727-24-000004,0,2,0,0.0372149871155586
0001090727-24-000004,1,9,1,0.0372149871155586
0001090727-24-000004,2,9,0,0.0372149871155586
0001090727-24-000004,3,0,0,0.0372149871155586
0001090727-24-000004,4,0,0,0.0372149871155586
0001090727-24-000004,5,0,0,0.0372149871155586
0001090727-24-000004,6,0,0,0.0372149871155586
0001090727-24-000004,7,10,0,0.0372149871155586
0001090727-24-000004,8,0,0,0.0372149871155586
0001090727-24-000057,-8,0,0,-0.2525252437048291
0001090727-24-000057,-7,0,0,-0.2525252437048291
0001090727-24-000057,-6,0,0,-0.2525252437048291
0001090727-24-000057,-5,0,0,-0.2525252437048291
0001090727-24-000057,-4,0,0,-0.2525252437048291
0001090727-24-000057,-3,0,0,-0.2525252437048291
0001090727-24-000057,-2,0,0,-0.2525252437048291
0001090727-24-000057,-1,0,0,-0.2525252437048291
0001090727-24-000057,0,0,0,-0.2525252437048291
0001090727-24-000057,1,1,0,-0.2525252437048291
0001090727-24-000057,2,0,0,-0.2525252437048291
0001090727-24-000057,3,0,0,-0.2525252437048291
0001090727-24-000057,4,0,3,-0.2525252437048291
0001090727-24-000057,5,0,0,-0.2525252437048291
0001090727-24-000057,6,0,0,-0.2525252437048291
0001090727-24-000057,7,0,0,-0.2525252437048291
0001090727-24-000057,8,0,0,-0.2525252437048291
0001091667-24-000103,-8,0,0,-0.14799153907294105
0001091667-24-000103,-7,0,0,-0.14799153907294105
0001091667-24-000103,-6,0,0,-0.14799153907294105
0001091667-24-000103,-5,0,0,-0.14799153907294105
0001091667-24-000103,-4,0,0,-0.14799153907294105
0001091667-24-000103,-3,0,0,-0.14799153907294105
0001091667-24-000103,-2,0,0,-0.14799153907294105
0001091667-24-000103,-1,0,0,-0.14799153907294105
0001091667-24-000103,0,0,0,-0.14799153907294105
0001091667-24-000103,1,0,0,-0.14799153907294105
0001091667-24-000103,2,0,0,-0.14799153907294105
0001091667-24-000103,3,0,0,-0.14799153907294105
0001091667-24-000103,4,0,0,-0.14799153907294105
0001091667-24-000103,5,0,0,-0.14799153907294105
0001091667-24-000103,6,0,0,-0.14799153907294105
0001091667-24-000103,7,0,0,-0.14799153907294105
0001091667-24-000103,8,0,0,-0.14799153907294105
0001091818-24-000002,-8,0,0,0.1249999921875004
0001091818-24-000002,-7,0,0,0.1249999921875004
0001091818-24-000002,-6,0,0,0.1249999921875004
0001091818-24-000002,-5,0,0,0.1249999921875004
0001091818-24-000002,-4,0,0,0.1249999921875004
0001091818-24-000002,-3,0,0,0.1249999921875004
0001091818-24-000002,-2,0,0,0.1249999921875004
0001091818-24-000002,-1,0,0,0.1249999921875004
0001091818-24-000002,0,0,0,0.1249999921875004
0001091818-24-000002,1,0,0,0.1249999921875004
0001091818-24-000002,2,0,0,0.1249999921875004
0001091818-24-000002,3,0,0,0.1249999921875004
0001091818-24-000002,4,0,0,0.1249999921875004
0001091818-24-000002,5,0,0,0.1249999921875004
0001091818-24-000002,6,0,0,0.1249999921875004
0001091818-24-000002,7,0,0,0.1249999921875004
0001091818-24-000002,8,0,0,0.1249999921875004
0001091818-24-000004,-8,0,0,-0.12499999218750045
0001091818-24-000004,-7,0,0,-0.12499999218750045
0001091818-24-000004,-6,0,0,-0.12499999218750045
0001091818-24-000004,-5,0,0,-0.12499999218750045
0001091818-24-000004,-4,0,0,-0.12499999218750045
0001091818-24-000004,-3,0,0,-0.12499999218750045
0001091818-24-000004,-2,0,0,-0.12499999218750045
0001091818-24-000004,-1,0,0,-0.12499999218750045
0001091818-24-000004,0,0,0,-0.12499999218750045
0001091818-24-000004,1,0,0,-0.12499999218750045
0001091818-24-000004,2,0,0,-0.12499999218750045
0001091818-24-000004,3,0,0,-0.12499999218750045
0001091818-24-000004,4,0,0,-0.12499999218750045
0001091818-24-000004,5,0,0,-0.12499999218750045
0001091818-24-000004,6,0,0,-0.12499999218750045
0001091818-24-000004,7,0,0,-0.12499999218750045
0001091818-24-000004,8,0,0,-0.12499999218750045
0001091818-24-000018,-8,0,0,0.0
0001091818-24-000018,-7,0,0,0.0
0001091818-24-000018,-6,0,0,0.0
0001091818-24-000018,-5,0,0,0.0
0001091818-24-000018,-4,0,0,0.0
0001091818-24-000018,-3,0,0,0.0
0001091818-24-000018,-2,0,0,0.0
0001091818-24-000018,-1,0,0,0.0
0001091818-24-000018,0,0,0,0.0
0001091818-24-000018,1,0,0,0.0
0001091818-24-000018,2,0,0,0.0
0001091818-24-000018,3,0,0,0.0
0001091818-24-000018,4,0,0,0.0
0001091818-24-000018,5,0,0,0.0
0001091818-24-000018,6,0,0,0.0
0001091818-24-000018,7,0,0,0.0
0001091818-24-000018,8,0,0,0.0
0001091818-24-000056,-8,0,0,-0.1111110987654334
0001091818-24-000056,-7,0,0,-0.1111110987654334
0001091818-24-000056,-6,0,0,-0.1111110987654334
0001091818-24-000056,-5,0,0,-0.1111110987654334
0001091818-24-000056,-4,0,0,-0.1111110987654334
0001091818-24-000056,-3,0,0,-0.1111110987654334
0001091818-24-000056,-2,0,0,-0.1111110987654334
0001091818-24-000056,-1,0,0,-0.1111110987654334
0001091818-24-000056,0,0,0,-0.1111110987654334
0001091818-24-000056,1,0,0,-0.1111110987654334
0001091818-24-000056,2,0,0,-0.1111110987654334
0001091818-24-000056,3,0,0,-0.1111110987654334
0001091818-24-000056,4,0,0,-0.1111110987654334
0001091818-24-000056,5,0,0,-0.1111110987654334
0001091818-24-000056,6,0,0,-0.1111110987654334
0001091818-24-000056,7,0,0,-0.1111110987654334
0001091818-24-000056,8,0,0,-0.1111110987654334
0001091818-24-000059,-8,0,0,-0.1111110987654334
0001091818-24-000059,-7,0,0,-0.1111110987654334
0001091818-24-000059,-6,0,0,-0.1111110987654334
0001091818-24-000059,-5,0,0,-0.1111110987654334
0001091818-24-000059,-4,0,0,-0.1111110987654334
0001091818-24-000059,-3,0,0,-0.1111110987654334
0001091818-24-000059,-2,0,0,-0.1111110987654334
0001091818-24-000059,-1,0,0,-0.1111110987654334
0001091818-24-000059,0,0,0,-0.1111110987654334
0001091818-24-000059,1,0,0,-0.1111110987654334
0001091818-24-000059,2,0,0,-0.1111110987654334
0001091818-24-000059,3,0,0,-0.1111110987654334
0001091818-24-000059,4,0,0,-0.1111110987654334
0001091818-24-000059,5,0,0,-0.1111110987654334
0001091818-24-000059,6,0,0,-0.1111110987654334
0001091818-24-000059,7,0,0,-0.1111110987654334
0001091818-24-000059,8,0,0,-0.1111110987654334
0001091818-24-000087,-8,0,0,0.299999940000012
0001091818-24-000087,-7,0,0,0.299999940000012
0001091818-24-000087,-6,0,0,0.299999940000012
0001091818-24-000087,-5,0,0,0.299999940000012
0001091818-24-000087,-4,0,0,0.299999940000012
0001091818-24-000087,-3,0,0,0.299999940000012
0001091818-24-000087,-2,0,0,0.299999940000012
0001091818-24-000087,-1,0,0,0.299999940000012
0001091818-24-000087,0,0,0,0.299999940000012
0001091818-24-000087,1,0,0,0.299999940000012
0001091818-24-000087,2,0,0,0.299999940000012
0001091818-24-000087,3,0,0,0.299999940000012
0001091818-24-000087,4,0,0,0.299999940000012
0001091818-24-000087,5,0,0,0.299999940000012
0001091818-24-000087,6,0,0,0.299999940000012
0001091818-24-000087,7,0,0,0.299999940000012
0001091818-24-000087,8,0,0,0.299999940000012
0001091818-24-000153,-8,0,0,-0.625777058432679
0001091818-24-000153,-7,0,0,-0.625777058432679
0001091818-24-000153,-6,0,0,-0.625777058432679
0001091818-24-000153,-5,0,0,-0.625777058432679
0001091818-24-000153,-4,0,0,-0.625777058432679
0001091818-24-000153,-3,0,0,-0.625777058432679
0001091818-24-000153,-2,0,0,-0.625777058432679
0001091818-24-000153,-1,0,0,-0.625777058432679
0001091818-24-000153,0,0,0,-0.625777058432679
0001091818-24-000153,1,0,0,-0.625777058432679
0001091818-24-000153,2,0,0,-0.625777058432679
0001091818-24-000153,3,0,0,-0.625777058432679
0001091818-24-000153,4,0,0,-0.625777058432679
0001091818-24-000153,5,0,0,-0.625777058432679
0001091818-24-000153,6,0,0,-0.625777058432679
0001091818-24-000153,7,0,0,-0.625777058432679
0001091818-24-000153,8,0,0,-0.625777058432679
0001092699-24-000072,-8,0,0,-0.23333330444444905
0001092699-24-000072,-7,0,0,-0.23333330444444905
0001092699-24-000072,-6,0,0,-0.23333330444444905
0001092699-24-000072,-5,0,0,-0.23333330444444905
0001092699-24-000072,-4,0,0,-0.23333330444444905
0001092699-24-000072,-3,0,0,-0.23333330444444905
0001092699-24-000072,-2,0,0,-0.23333330444444905
0001092699-24-000072,-1,0,0,-0.23333330444444905
0001092699-24-000072,0,0,0,-0.23333330444444905
0001092699-24-000072,1,0,1,-0.23333330444444905
0001092699-24-000072,2,0,0,-0.23333330444444905
0001092699-24-000072,3,0,0,-0.23333330444444905
0001092699-24-000072,4,0,0,-0.23333330444444905
0001092699-24-000072,5,0,0,-0.23333330444444905
0001092699-24-000072,6,1,0,-0.23333330444444905
0001092699-24-000072,7,1,0,-0.23333330444444905
0001092699-24-000072,8,0,0,-0.23333330444444905
0001093557-24-000143,-8,0,1,-0.07371794186596049
0001093557-24-000143,-7,0,3,-0.07371794186596049
0001093557-24-000143,-6,0,2,-0.07371794186596049
0001093557-24-000143,-5,0,0,-0.07371794186596049
0001093557-24-000143,-4,0,1,-0.07371794186596049
0001093557-24-000143,-3,0,0,-0.07371794186596049
0001093557-24-000143,-2,0,0,-0.07371794186596049
0001093557-24-000143,-1,0,0,-0.07371794186596049
0001093557-24-000143,0,0,1,-0.07371794186596049
0001093557-24-000143,1,0,0,-0.07371794186596049
0001093557-24-000143,2,0,0,-0.07371794186596049
0001093557-24-000143,3,0,0,-0.07371794186596049
0001093557-24-000143,4,0,0,-0.07371794186596049
0001093557-24-000143,5,0,1,-0.07371794186596049
0001093557-24-000143,6,0,3,-0.07371794186596049
0001093557-24-000143,7,0,1,-0.07371794186596049
0001093557-24-000143,8,0,0,-0.07371794186596049
0001093557-24-000179,-8,0,1,0.02884615356878695
0001093557-24-000179,-7,0,3,0.02884615356878695
0001093557-24-000179,-6,0,1,0.02884615356878695
0001093557-24-000179,-5,0,0,0.02884615356878695
0001093557-24-000179,-4,0,0,0.02884615356878695
0001093557-24-000179,-3,0,0,0.02884615356878695
0001093557-24-000179,-2,0,0,0.02884615356878695
0001093557-24-000179,-1,0,0,0.02884615356878695
0001093557-24-000179,0,0,0,0.02884615356878695
0001093557-24-000179,1,0,0,0.02884615356878695
0001093557-24-000179,2,0,0,0.02884615356878695
0001093557-24-000179,3,0,2,0.02884615356878695
0001093557-24-000179,4,0,0,0.02884615356878695
0001093557-24-000179,5,0,0,0.02884615356878695
0001093557-24-000179,6,0,0,0.02884615356878695
0001093557-24-000179,7,0,4,0.02884615356878695
0001093557-24-000179,8,0,0,0.02884615356878695
0001093557-24-000197,-8,0,0,-0.4666666355555576
0001093557-24-000197,-7,0,0,-0.4666666355555576
0001093557-24-000197,-6,0,0,-0.4666666355555576
